Agency,Agency_Type,Distribution_Channel,Product_Name,Duration,Destination,Net_Sales,Commision,Age
7,1,1,1,16,79,20.0,0.0,36
7,1,1,1,53,53,20.0,0.0,32
7,1,1,1,73,129,21.0,0.0,36
7,1,1,1,45,129,21.0,0.0,36
7,1,1,1,73,53,22.0,0.0,50
7,1,1,1,56,44,145.0,0.0,36
7,1,1,1,5,26,74.0,0.0,36
7,1,1,1,18,88,20.0,0.0,36
7,1,1,1,10,63,62.0,0.0,36
7,1,1,1,8,145,25.0,0.0,36
7,1,1,1,17,23,112.0,0.0,58
7,1,1,1,7,68,86.0,0.0,36
7,1,1,1,63,93,75.0,0.0,36
7,1,1,1,13,26,60.0,0.0,36
7,1,1,1,18,88,20.0,0.0,39
7,1,1,1,13,26,35.0,0.0,36
7,1,1,1,24,126,39.0,0.0,36
7,1,1,1,8,79,20.0,0.0,36
7,1,1,1,50,21,75.0,0.0,36
7,1,1,1,9,129,25.0,0.0,65
7,1,1,1,69,145,28.0,0.0,36
7,1,1,1,34,93,94.0,0.0,36
7,1,1,1,35,56,37.0,0.0,36
7,1,1,1,46,68,34.0,0.0,36
7,1,1,1,44,129,34.0,0.0,36
7,1,1,1,6,21,27.0,0.0,22
7,1,1,1,8,129,20.0,0.0,36
7,1,1,1,10,26,0.0,0.0,36
7,1,1,1,44,140,24.0,0.0,37
7,1,1,1,15,57,20.0,0.0,36
7,1,1,1,4,79,20.0,0.0,43
7,1,1,1,22,68,67.0,0.0,36
7,1,1,10,5,79,10.0,0.0,36
7,1,1,10,71,53,62.0,0.0,36
7,1,1,10,20,41,69.0,0.0,36
7,1,1,10,50,118,0.0,0.0,36
7,1,1,10,19,118,24.0,0.0,36
7,1,1,10,7,145,10.0,0.0,36
7,1,1,10,21,79,11.0,0.0,26
7,1,1,10,278,23,71.0,0.0,31
7,1,1,10,13,26,32.0,0.0,36
7,1,1,10,7,79,10.0,0.0,28
7,1,1,10,12,79,10.0,0.0,36
7,1,1,10,21,140,11.0,0.0,38
7,1,1,10,34,68,15.0,0.0,36
7,1,1,10,5,79,10.0,0.0,52
7,1,1,10,25,140,80.0,0.0,32
7,1,1,10,1,26,10.0,0.0,36
7,1,1,10,34,56,27.0,0.0,36
7,1,1,10,18,56,80.0,0.0,67
7,1,1,10,82,126,24.0,0.0,37
7,1,1,10,27,79,25.0,0.0,33
7,1,1,10,51,93,54.0,0.0,36
7,1,1,10,31,129,13.0,0.0,30
7,1,1,10,23,79,10.0,0.0,33
7,1,1,10,31,118,16.0,0.0,36
7,1,1,10,1,118,10.0,0.0,26
7,1,1,10,26,118,16.0,0.0,43
7,1,1,10,26,79,21.0,0.0,25
7,1,1,10,13,79,10.0,0.0,51
7,1,1,10,90,57,10.0,0.0,28
7,1,1,10,45,102,19.0,0.0,36
7,1,1,10,3,4,19.0,0.0,61
7,1,1,10,59,102,16.0,0.0,36
7,1,1,10,107,68,45.0,0.0,36
7,1,1,10,7,118,13.0,0.0,36
7,1,1,10,1,118,10.0,0.0,36
7,1,1,10,4,57,13.0,0.0,45
7,1,1,10,18,11,17.0,0.0,36
7,1,1,10,59,91,52.0,0.0,36
7,1,1,10,7,57,10.0,0.0,61
7,1,1,10,9,79,10.0,0.0,36
7,1,1,10,2,118,32.0,0.0,36
7,1,1,10,7,53,17.0,0.0,36
7,1,1,10,31,59,15.0,0.0,36
7,1,1,10,18,57,12.0,0.0,36
7,1,1,10,277,139,80.0,0.0,36
7,1,1,10,20,68,11.0,0.0,36
7,1,1,10,277,125,80.0,0.0,36
7,1,1,10,72,102,19.0,0.0,36
7,1,1,10,12,53,19.0,0.0,59
7,1,1,10,10,44,13.0,0.0,36
7,1,1,10,50,102,10.0,0.0,36
7,1,1,10,8,68,59.0,0.0,23
7,1,1,10,39,59,35.0,0.0,36
7,1,1,10,39,129,10.0,0.0,36
7,1,1,10,23,140,68.0,0.0,26
7,1,1,10,27,63,39.0,0.0,27
7,1,1,10,4,118,12.0,0.0,28
7,1,1,10,20,145,10.0,0.0,36
7,1,1,10,6,145,13.0,0.0,36
7,1,1,10,53,44,61.0,0.0,36
7,1,1,10,4,57,19.0,0.0,53
7,1,1,10,23,4,41.0,0.0,36
7,1,1,0,3,68,30.0,0.0,36
7,1,1,0,12,118,29.0,0.0,36
7,1,1,0,3,118,65.0,0.0,36
7,1,1,0,32,4,24.0,0.0,36
7,1,1,0,9,129,20.0,0.0,36
7,1,1,0,4,118,31.0,0.0,36
8,0,1,25,15,56,60.0,24.0,118
8,0,1,25,47,56,39.0,15.6,118
8,0,1,25,2,56,42.0,16.8,118
8,0,1,25,25,56,31.0,12.4,118
8,0,1,25,5,56,195.0,78.0,118
10,1,1,25,13,57,48.0,18.24,48
12,0,1,25,8,19,23.0,9.2,54
12,0,1,25,8,19,15.0,6.0,47
13,0,1,22,78,118,6.56,1.84,48
13,0,1,22,51,118,14.35,4.02,48
9,0,1,8,12,129,30.0,10.5,51
9,0,1,8,75,68,26.0,9.1,23
9,0,1,8,9,126,26.0,9.1,41
9,0,1,8,9,77,22.0,7.7,70
9,0,1,8,3,129,18.0,6.3,56
9,0,1,8,2,79,18.0,6.3,53
9,0,1,8,7,79,18.0,6.3,53
9,0,1,8,11,77,35.0,12.25,53
9,0,1,8,8,79,0.0,6.3,29
9,0,1,8,25,57,22.0,7.7,45
9,0,1,8,2,129,18.0,6.3,47
9,0,1,8,27,129,30.0,10.5,40
9,0,1,8,11,53,35.0,12.25,28
9,0,1,8,178,57,30.0,10.5,45
9,0,1,8,8,129,18.0,6.3,38
9,0,1,8,8,129,18.0,6.3,65
9,0,1,8,10,79,22.0,7.7,67
9,0,1,8,1,129,18.0,6.3,25
9,0,1,8,10,63,35.0,12.25,61
9,0,1,25,12,68,58.0,20.3,43
9,0,1,25,80,138,109.0,38.15,29
9,0,1,25,32,63,69.0,24.15,37
5,1,0,12,35,129,29.0,9.57,26
9,0,1,8,33,79,33.0,11.55,118
3,1,0,12,25,26,0.0,16.5,32
5,1,0,12,34,129,29.0,9.57,64
4,1,0,12,150,79,29.0,9.57,61
1,0,1,2,74,102,24.9,8.71,48
1,0,1,2,3,102,0.0,8.56,48
2,0,1,9,86,118,74.9,18.73,32
2,0,1,9,3,118,27.0,6.75,39
2,0,1,9,10,118,53.25,13.31,29
2,0,1,9,9,118,20.25,5.06,31
2,0,1,9,15,118,69.0,17.25,30
2,0,1,9,9,118,35.25,8.81,28
2,0,1,17,9,118,62.25,15.56,25
2,0,1,17,7,118,62.25,15.56,24
2,0,1,17,8,118,83.0,20.75,28
2,0,1,13,9,118,89.25,22.31,28
2,0,1,4,364,118,252.85,63.21,30
2,0,1,4,365,118,202.3,50.58,36
6,1,1,16,10,129,39.6,23.76,45
6,1,1,16,8,79,39.6,23.76,35
6,1,1,16,72,4,19.8,11.88,28
6,1,1,16,19,140,49.5,29.7,49
6,1,1,16,86,4,49.5,29.7,35
6,1,1,16,35,140,39.6,23.76,38
6,1,1,16,28,129,39.6,23.76,32
6,1,1,16,99,4,69.3,41.58,36
6,1,1,16,29,140,29.7,17.82,60
6,1,1,16,171,79,29.7,17.82,59
6,1,1,16,25,79,29.7,17.82,34
6,1,1,16,2,139,19.8,11.88,46
6,1,1,16,34,4,29.7,17.82,56
6,1,1,16,2,140,19.8,11.88,30
6,1,1,16,127,79,49.5,29.7,31
6,1,1,16,160,93,39.6,23.76,42
6,1,1,16,163,93,19.8,11.88,42
6,1,1,16,168,93,49.5,29.7,42
6,1,1,16,2,118,19.8,11.88,46
6,1,1,16,78,139,99.0,59.4,56
6,1,1,16,9,79,29.7,17.82,30
6,1,1,16,35,79,29.7,17.82,51
6,1,1,16,41,129,39.6,23.76,33
6,1,1,16,27,79,29.7,17.82,31
6,1,1,16,158,4,178.2,106.92,44
6,1,1,16,150,4,99.0,59.4,42
6,1,1,16,2,140,19.8,11.88,31
6,1,1,16,325,4,99.0,59.4,42
6,1,1,16,325,4,99.0,59.4,44
6,1,1,16,16,125,0.0,47.52,31
7,1,1,1,14,26,46.0,0.0,36
7,1,1,1,54,126,27.0,0.0,36
7,1,1,1,12,26,32.0,0.0,36
7,1,1,1,24,139,112.0,0.0,36
7,1,1,1,91,57,20.0,0.0,46
7,1,1,1,8,26,41.0,0.0,36
7,1,1,1,4,79,20.0,0.0,36
7,1,1,1,14,121,20.0,0.0,36
7,1,1,1,31,26,45.0,0.0,36
7,1,1,1,116,63,55.0,0.0,36
7,1,1,1,18,57,20.0,0.0,36
7,1,1,1,215,145,20.0,0.0,36
7,1,1,1,149,79,20.0,0.0,36
7,1,1,1,37,63,0.0,0.0,36
7,1,1,1,33,57,20.0,0.0,40
7,1,1,1,11,63,42.0,0.0,36
7,1,1,1,51,118,20.0,0.0,51
7,1,1,1,22,57,20.0,0.0,27
7,1,1,1,69,139,89.0,0.0,36
7,1,1,1,68,145,29.0,0.0,36
7,1,1,1,20,57,20.0,0.0,36
7,1,1,1,25,129,46.0,0.0,36
7,1,1,1,7,4,62.0,0.0,36
7,1,1,1,215,145,20.0,0.0,36
7,1,1,1,149,79,20.0,0.0,36
7,1,1,1,10,145,28.0,0.0,36
7,1,1,1,18,21,45.0,0.0,36
7,1,1,1,20,71,23.0,0.0,36
7,1,1,1,40,118,44.0,0.0,36
7,1,1,1,19,102,20.0,0.0,36
7,1,1,1,51,140,112.0,0.0,36
7,1,1,1,85,118,95.0,0.0,36
7,1,1,1,12,57,31.0,0.0,56
7,1,1,1,17,57,47.0,0.0,56
7,1,1,10,36,56,26.0,0.0,36
7,1,1,10,28,139,62.0,0.0,36
7,1,1,10,6,79,10.0,0.0,46
7,1,1,10,68,102,72.0,0.0,36
7,1,1,10,9,118,13.0,0.0,53
7,1,1,10,24,129,10.0,0.0,36
7,1,1,10,5,118,13.0,0.0,31
7,1,1,10,30,129,14.0,0.0,36
7,1,1,10,10,118,10.0,0.0,45
7,1,1,10,108,90,18.0,0.0,36
7,1,1,10,14,26,26.0,0.0,36
7,1,1,10,36,129,38.0,0.0,30
7,1,1,10,212,57,34.0,0.0,31
7,1,1,10,3,129,27.0,0.0,36
7,1,1,10,22,126,19.0,0.0,36
7,1,1,10,9,56,24.0,0.0,36
7,1,1,10,107,118,0.0,0.0,36
7,1,1,10,282,68,37.0,0.0,36
7,1,1,10,276,31,80.0,0.0,36
7,1,1,10,14,44,14.0,0.0,36
7,1,1,10,30,110,80.0,0.0,36
7,1,1,10,9,68,38.0,0.0,36
7,1,1,10,52,118,11.0,0.0,36
7,1,1,10,46,44,51.0,0.0,36
7,1,1,10,1,57,10.0,0.0,23
7,1,1,10,174,26,41.0,0.0,36
7,1,1,10,46,140,35.0,0.0,24
7,1,1,10,7,139,12.0,0.0,36
7,1,1,10,35,126,10.0,0.0,24
7,1,1,10,51,63,82.0,0.0,36
7,1,1,10,38,26,19.0,0.0,36
7,1,1,10,4,4,38.0,0.0,36
7,1,1,10,3,68,17.0,0.0,30
7,1,1,10,26,41,64.0,0.0,36
7,1,1,10,39,145,15.0,0.0,36
7,1,1,10,50,26,27.0,0.0,36
7,1,1,10,13,140,80.0,0.0,30
7,1,1,10,25,56,27.0,0.0,36
7,1,1,10,7,93,10.0,0.0,36
7,1,1,10,19,25,80.0,0.0,36
7,1,1,10,16,79,10.0,0.0,36
7,1,1,10,15,123,17.0,0.0,36
7,1,1,10,4,79,26.0,0.0,36
7,1,1,10,23,79,28.0,0.0,22
7,1,1,10,38,145,10.0,0.0,36
7,1,1,10,3,23,59.0,0.0,36
7,1,1,10,17,129,23.0,0.0,38
7,1,1,10,2,56,10.0,0.0,36
7,1,1,10,8,129,10.0,0.0,35
7,1,1,10,19,63,34.0,0.0,36
7,1,1,0,9,26,20.0,0.0,36
7,1,1,0,20,26,41.0,0.0,36
7,1,1,0,1,56,31.0,0.0,36
7,1,1,0,19,26,43.0,0.0,36
7,1,1,0,1,140,74.0,0.0,34
7,1,1,0,11,26,26.0,0.0,36
7,1,1,0,42,4,24.0,0.0,36
7,1,1,0,21,118,20.0,0.0,36
7,1,1,0,33,145,20.0,0.0,36
7,1,1,0,8,56,20.0,0.0,36
7,1,1,0,4,26,27.0,0.0,36
7,1,1,0,11,118,39.0,0.0,36
8,0,1,25,64,56,62.0,24.8,118
8,0,1,25,21,56,31.0,12.4,118
10,1,1,15,51,57,29.0,11.02,48
12,0,1,25,0,19,15.0,6.0,24
12,0,1,25,6,19,15.0,6.0,32
12,0,1,25,6,19,15.0,6.0,36
12,0,1,25,29,19,23.0,9.2,52
9,0,1,8,6,126,22.0,7.7,40
9,0,1,8,38,129,22.0,7.7,43
9,0,1,8,17,56,22.0,7.7,46
9,0,1,8,155,102,37.0,12.95,34
9,0,1,8,11,129,22.0,7.7,37
9,0,1,8,4,26,22.0,7.7,47
9,0,1,8,10,79,30.0,10.5,45
9,0,1,8,36,26,35.0,12.25,79
9,0,1,8,90,26,44.0,15.4,62
9,0,1,8,3,26,22.0,7.7,32
9,0,1,8,8,79,18.0,6.3,40
9,0,1,8,6,26,26.0,9.1,51
9,0,1,8,2,129,18.0,6.3,27
9,0,1,25,65,140,96.0,33.6,39
9,0,1,25,40,63,45.0,15.75,41
9,0,1,25,7,129,26.0,9.1,55
9,0,1,25,20,4,45.0,15.75,40
7,1,0,1,79,102,20.0,0.0,118
5,1,0,12,67,129,29.0,9.57,51
13,0,0,22,18,118,16.91,4.74,118
13,0,0,22,22,118,21.14,5.93,118
2,0,1,9,6,118,20.25,5.06,56
6,1,1,16,101,93,9.9,5.94,58
6,1,1,16,100,93,29.7,17.82,58
6,1,1,16,17,79,29.7,17.82,31
6,1,1,16,37,79,39.6,23.76,53
6,1,1,16,135,4,108.9,65.34,67
6,1,1,16,52,4,99.0,59.4,53
6,1,1,16,153,61,49.5,29.7,40
6,1,1,16,93,61,29.7,17.82,31
6,1,1,16,72,96,59.4,35.64,29
6,1,1,16,8,79,9.9,5.94,31
6,1,1,16,5,79,9.9,5.94,63
6,1,1,16,328,4,59.4,35.64,40
6,1,1,16,65,68,19.8,11.88,25
6,1,1,16,22,79,29.7,17.82,42
7,1,1,1,276,23,0.0,0.0,28
7,1,1,1,37,129,21.0,0.0,36
7,1,1,1,43,63,82.0,0.0,36
7,1,1,1,10,41,112.0,0.0,36
7,1,1,1,71,26,35.0,0.0,36
7,1,1,1,103,145,20.0,0.0,36
7,1,1,1,12,129,20.0,0.0,28
7,1,1,1,28,118,57.0,0.0,36
7,1,1,1,47,60,110.0,0.0,36
7,1,1,1,16,26,27.0,0.0,36
7,1,1,1,3,79,20.0,0.0,36
7,1,1,1,106,63,32.0,0.0,36
7,1,1,1,25,57,63.0,0.0,36
7,1,1,1,4,79,20.0,0.0,36
7,1,1,1,6,79,20.0,0.0,36
7,1,1,1,51,102,20.0,0.0,36
7,1,1,1,63,63,38.0,0.0,36
7,1,1,1,48,57,20.0,0.0,50
7,1,1,1,15,21,20.0,0.0,36
7,1,1,1,48,57,20.0,0.0,50
7,1,1,1,123,145,38.0,0.0,36
7,1,1,1,42,57,112.0,0.0,36
7,1,1,1,8,79,20.0,0.0,48
7,1,1,1,30,118,45.0,0.0,36
7,1,1,1,16,53,28.0,0.0,59
7,1,1,10,41,102,16.0,0.0,36
7,1,1,10,9,88,25.0,0.0,36
7,1,1,10,108,4,60.0,0.0,36
7,1,1,10,46,79,12.0,0.0,26
7,1,1,10,51,41,51.0,0.0,36
7,1,1,10,43,57,10.0,0.0,40
7,1,1,10,90,63,47.0,0.0,36
7,1,1,10,23,57,14.0,0.0,36
7,1,1,10,8,79,16.0,0.0,36
7,1,1,10,67,93,0.0,0.0,36
7,1,1,10,46,56,12.0,0.0,36
7,1,1,10,10,139,10.0,0.0,36
7,1,1,10,6,26,51.0,0.0,36
7,1,1,10,4,26,10.0,0.0,28
7,1,1,10,64,102,16.0,0.0,36
7,1,1,10,108,129,27.0,0.0,36
7,1,1,10,77,40,57.0,0.0,36
7,1,1,10,40,145,17.0,0.0,36
7,1,1,10,5,118,10.0,0.0,40
7,1,1,10,3,140,10.0,0.0,21
7,1,1,10,1,118,12.0,0.0,36
7,1,1,10,72,68,37.0,0.0,36
7,1,1,10,13,63,21.0,0.0,44
7,1,1,10,73,140,80.0,0.0,54
7,1,1,10,151,140,80.0,0.0,54
7,1,1,10,2,118,37.0,0.0,36
7,1,1,10,42,26,13.0,0.0,36
7,1,1,10,9,23,0.0,0.0,38
7,1,1,10,23,63,21.0,0.0,36
7,1,1,10,198,118,0.0,0.0,36
7,1,1,10,6,102,17.0,0.0,49
7,1,1,10,25,57,10.0,0.0,28
7,1,1,10,27,56,10.0,0.0,36
7,1,1,10,27,8,59.0,0.0,36
7,1,1,10,10,102,18.0,0.0,36
7,1,1,10,36,118,42.0,0.0,36
7,1,1,10,13,79,10.0,0.0,36
7,1,1,10,100,79,10.0,0.0,40
7,1,1,10,37,145,10.0,0.0,36
7,1,1,10,34,56,13.0,0.0,36
7,1,1,10,8,79,10.0,0.0,36
7,1,1,0,8,79,20.0,0.0,36
7,1,1,0,53,139,20.0,0.0,36
7,1,1,0,2,129,20.0,0.0,33
7,1,1,0,2,145,20.0,0.0,33
7,1,1,0,6,118,20.0,0.0,36
7,1,1,0,4,145,20.0,0.0,36
7,1,1,0,2,102,20.0,0.0,36
7,1,1,0,9,140,34.0,0.0,44
7,1,1,0,6,140,23.0,0.0,49
7,1,1,0,25,71,23.0,0.0,36
8,0,1,25,25,56,60.0,24.0,118
10,1,1,25,8,57,22.0,8.36,48
10,1,1,25,37,44,109.0,41.42,48
10,1,1,25,57,32,75.0,28.5,48
12,0,1,25,30,19,31.0,12.4,31
12,0,1,25,12,19,15.0,6.0,57
13,0,1,22,20,118,4.12,1.16,48
13,0,1,22,77,118,7.92,2.22,48
13,0,1,22,114,118,6.69,1.88,48
13,0,1,22,49,118,1.98,0.56,48
13,0,1,22,48,118,2.76,0.77,48
13,0,1,22,106,118,4.42,1.24,48
13,0,1,22,15,118,2.45,0.69,48
9,0,1,8,28,26,35.0,12.25,37
9,0,1,8,71,68,35.0,12.25,29
9,0,1,8,7,129,18.0,6.3,20
9,0,1,8,9,53,26.0,9.1,39
9,0,1,8,45,88,18.0,6.3,31
9,0,1,8,25,26,35.0,12.25,27
9,0,1,8,2,79,18.0,6.3,42
9,0,1,8,8,129,18.0,6.3,27
9,0,1,8,7,79,18.0,6.3,42
9,0,1,8,9,79,18.0,6.3,66
9,0,1,8,40,63,35.0,12.25,34
9,0,1,8,20,102,18.0,6.3,35
9,0,1,8,12,79,18.0,6.3,40
9,0,1,8,100,129,33.0,11.55,58
9,0,1,25,32,4,83.0,29.05,52
9,0,1,25,4,140,55.0,19.25,25
3,1,0,12,75,129,29.0,9.57,70
1,0,1,2,6,102,39.85,13.95,48
2,0,1,17,3,118,25.9,6.47,28
2,0,1,17,26,118,76.3,19.07,70
6,1,1,16,28,4,49.5,29.7,45
6,1,1,16,34,129,0.0,41.58,31
6,1,1,16,13,79,19.8,11.88,47
6,1,1,16,146,4,69.3,41.58,30
6,1,1,16,31,79,49.5,29.7,27
6,1,1,16,54,4,59.4,35.64,42
6,1,1,16,7,23,69.3,41.58,52
6,1,1,16,43,4,168.3,100.98,35
6,1,1,16,22,129,29.7,17.82,36
6,1,1,16,7,129,0.0,35.64,31
6,1,1,16,10,63,0.0,17.82,41
6,1,1,16,33,61,39.6,23.76,57
6,1,1,16,28,4,0.0,17.82,31
6,1,1,16,28,4,19.8,11.88,38
6,1,1,16,9,129,39.6,23.76,39
6,1,1,16,63,79,29.7,17.82,37
6,1,1,16,34,93,69.3,41.58,32
6,1,1,16,23,118,0.0,23.76,53
6,1,1,16,23,79,29.7,17.82,31
6,1,1,16,99,61,49.5,29.7,40
6,1,1,16,51,55,99.0,59.4,28
6,1,1,16,13,104,59.4,35.64,61
7,1,1,1,49,56,28.0,0.0,36
7,1,1,1,29,63,43.0,0.0,36
7,1,1,1,46,60,0.0,0.0,36
7,1,1,1,35,93,98.0,0.0,36
7,1,1,1,36,53,20.0,0.0,28
7,1,1,1,27,56,54.0,0.0,36
7,1,1,1,49,60,112.0,0.0,36
7,1,1,1,25,56,54.0,0.0,36
7,1,1,1,22,118,48.0,0.0,35
7,1,1,1,133,68,47.0,0.0,36
7,1,1,1,32,53,21.0,0.0,36
7,1,1,1,12,129,20.0,0.0,40
7,1,1,1,97,63,38.0,0.0,36
7,1,1,1,13,88,20.0,0.0,36
7,1,1,1,57,145,20.0,0.0,36
7,1,1,1,7,26,25.0,0.0,48
7,1,1,1,82,4,72.0,0.0,36
7,1,1,1,266,129,31.0,0.0,36
7,1,1,1,83,102,27.0,0.0,36
7,1,1,1,147,79,20.0,0.0,36
7,1,1,1,15,129,20.0,0.0,36
7,1,1,1,83,88,20.0,0.0,36
7,1,1,1,6,4,52.0,0.0,36
7,1,1,1,28,4,73.0,0.0,36
7,1,1,1,43,53,29.0,0.0,36
7,1,1,1,91,4,51.0,0.0,36
7,1,1,1,180,57,23.0,0.0,36
7,1,1,1,32,56,39.0,0.0,36
7,1,1,1,49,129,20.0,0.0,28
7,1,1,1,92,139,79.0,0.0,36
7,1,1,1,24,71,21.0,0.0,36
7,1,1,1,41,44,99.0,0.0,36
7,1,1,1,5,79,22.0,0.0,36
7,1,1,1,43,129,26.0,0.0,36
7,1,1,1,7,118,20.0,0.0,28
7,1,1,1,11,129,20.0,0.0,36
7,1,1,1,24,109,94.0,0.0,36
7,1,1,1,26,129,23.0,0.0,38
7,1,1,1,9,129,28.0,0.0,44
7,1,1,1,13,57,20.0,0.0,44
7,1,1,1,15,56,37.0,0.0,36
7,1,1,1,64,140,192.0,0.0,58
7,1,1,1,126,79,20.0,0.0,36
7,1,1,1,14,57,33.0,0.0,36
7,1,1,1,14,53,40.0,0.0,36
7,1,1,1,69,140,112.0,0.0,44
7,1,1,1,11,71,36.0,0.0,36
7,1,1,1,7,102,23.0,0.0,29
7,1,1,10,102,118,10.0,0.0,32
7,1,1,10,273,140,64.0,0.0,26
7,1,1,10,82,63,26.0,0.0,40
7,1,1,10,1,129,10.0,0.0,36
7,1,1,10,35,26,15.0,0.0,36
7,1,1,10,42,129,11.0,0.0,31
7,1,1,10,5,145,80.0,0.0,36
7,1,1,10,8,145,80.0,0.0,36
7,1,1,10,3,57,17.0,0.0,38
7,1,1,10,10,63,24.0,0.0,36
7,1,1,10,51,57,10.0,0.0,40
7,1,1,10,50,79,21.0,0.0,36
7,1,1,10,2,66,24.0,0.0,36
7,1,1,10,10,93,10.0,0.0,36
7,1,1,10,19,56,36.0,0.0,36
7,1,1,10,50,126,10.0,0.0,36
7,1,1,10,45,53,11.0,0.0,36
7,1,1,10,37,79,10.0,0.0,25
7,1,1,10,25,118,63.0,0.0,36
7,1,1,10,44,26,45.0,0.0,36
7,1,1,10,23,90,28.0,0.0,36
7,1,1,10,7,21,23.0,0.0,36
7,1,1,10,40,118,22.0,0.0,36
7,1,1,10,42,26,28.0,0.0,36
7,1,1,10,65,68,25.0,0.0,36
7,1,1,10,3,26,19.0,0.0,36
7,1,1,10,144,68,35.0,0.0,36
7,1,1,10,103,140,16.0,0.0,42
7,1,1,10,70,118,10.0,0.0,36
7,1,1,10,5,118,10.0,0.0,31
7,1,1,10,12,79,10.0,0.0,45
7,1,1,10,17,57,10.0,0.0,45
7,1,1,10,34,145,10.0,0.0,36
7,1,1,10,8,21,14.0,0.0,36
7,1,1,10,12,102,30.0,0.0,36
7,1,1,10,127,140,80.0,0.0,64
7,1,1,10,4,129,10.0,0.0,67
7,1,1,10,125,63,35.0,0.0,36
7,1,1,10,5,68,21.0,0.0,36
7,1,1,10,21,57,43.0,0.0,36
7,1,1,10,31,79,10.0,0.0,36
7,1,1,10,41,140,19.0,0.0,36
7,1,1,10,7,129,15.0,0.0,36
7,1,1,10,5,26,24.0,0.0,36
7,1,1,10,13,57,11.0,0.0,37
7,1,1,10,26,26,62.0,0.0,36
7,1,1,10,175,139,60.0,0.0,36
7,1,1,10,78,61,67.0,0.0,36
7,1,1,10,66,125,40.0,0.0,30
7,1,1,10,274,43,69.0,0.0,36
7,1,1,10,4,57,22.0,0.0,36
7,1,1,10,275,23,74.0,0.0,28
7,1,1,10,12,21,17.0,0.0,36
7,1,1,10,51,133,42.0,0.0,36
7,1,1,10,30,56,16.0,0.0,36
7,1,1,0,23,90,20.0,0.0,36
7,1,1,0,34,118,23.0,0.0,36
7,1,1,0,2,57,66.0,0.0,36
7,1,1,0,19,4,20.0,0.0,36
7,1,1,0,70,118,20.0,0.0,76
7,1,1,0,10,109,92.0,0.0,36
7,1,1,0,15,124,63.0,0.0,36
7,1,1,0,6,118,20.0,0.0,42
7,1,1,0,14,118,20.0,0.0,36
8,0,1,25,23,56,78.0,31.2,118
8,0,1,25,58,56,31.0,12.4,118
8,0,1,25,23,56,78.0,31.2,118
10,1,1,15,16,57,83.0,31.54,48
13,0,1,22,35,118,5.92,1.66,48
13,0,1,22,113,118,5.08,1.43,48
13,0,1,22,7,118,0.58,0.16,48
9,0,1,8,37,102,22.0,7.7,45
9,0,1,8,14,57,18.0,6.3,25
9,0,1,8,7,145,22.0,7.7,72
9,0,1,8,70,26,40.0,14.0,54
9,0,1,8,181,57,37.0,12.95,32
9,0,1,8,7,129,18.0,6.3,16
9,0,1,8,14,57,22.0,7.7,44
9,0,1,8,5,129,22.0,7.7,46
9,0,1,25,30,140,121.0,42.35,40
9,0,1,25,18,4,58.0,20.3,35
9,0,1,25,34,26,92.0,32.2,32
2,0,1,9,16,118,27.0,6.75,34
2,0,1,9,19,118,0.0,12.94,40
2,0,1,9,13,118,44.25,11.06,40
2,0,1,17,6,118,36.75,9.19,33
2,0,1,17,21,118,62.25,15.56,34
2,0,1,17,10,118,37.5,9.38,25
2,0,1,17,6,118,27.75,6.94,70
6,1,1,16,4,4,39.6,23.76,29
6,1,1,16,6,79,29.7,17.82,31
6,1,1,16,10,140,69.3,41.58,54
6,1,1,16,15,140,148.5,89.1,44
6,1,1,16,4,79,19.8,11.88,48
6,1,1,16,68,4,49.5,29.7,38
6,1,1,16,29,68,29.7,17.82,24
6,1,1,16,158,68,39.6,23.76,64
6,1,1,16,1,79,9.9,5.94,37
6,1,1,16,154,4,108.9,65.34,41
6,1,1,16,4,79,29.7,17.82,44
6,1,1,16,149,125,59.4,35.64,40
6,1,1,16,155,61,39.6,23.76,31
6,1,1,16,21,40,79.2,47.52,41
6,1,1,16,112,4,108.9,65.34,41
6,1,1,16,7,61,0.0,41.58,31
6,1,1,16,7,79,29.7,17.82,66
6,1,1,16,26,126,19.8,11.88,28
6,1,1,16,99,91,188.1,112.86,56
6,1,1,16,13,121,99.0,59.4,58
6,1,1,16,2,118,9.9,5.94,31
6,1,1,16,23,118,49.5,29.7,48
6,1,1,16,66,4,69.3,41.58,31
6,1,1,16,117,4,89.1,53.46,37
7,1,1,1,56,125,67.0,0.0,36
7,1,1,1,27,26,46.0,0.0,43
7,1,1,1,5,79,20.0,0.0,56
7,1,1,1,114,26,44.0,0.0,36
7,1,1,1,2,79,21.0,0.0,36
7,1,1,1,4,102,27.0,0.0,42
7,1,1,1,34,118,41.0,0.0,26
7,1,1,1,34,118,33.0,0.0,36
7,1,1,1,140,79,20.0,0.0,36
7,1,1,1,8,57,84.0,0.0,36
7,1,1,1,36,53,23.0,0.0,36
7,1,1,1,54,63,58.0,0.0,36
7,1,1,1,84,63,67.0,0.0,36
7,1,1,1,16,118,82.0,0.0,36
7,1,1,1,11,56,20.0,0.0,36
7,1,1,1,16,26,41.0,0.0,36
7,1,1,1,189,23,94.0,0.0,63
7,1,1,1,76,68,54.0,0.0,36
7,1,1,1,189,23,94.0,0.0,52
7,1,1,1,33,118,59.0,0.0,36
7,1,1,1,33,26,45.0,0.0,36
7,1,1,1,23,129,62.0,0.0,50
